"","Listing ID","S","Sub Type","St#","St Name","City","Area","SLC","L/C Price","Price Per Square Foot","Br/Ba","Sqft","Yr Built","LSqft/Ac","DAM/CDAM","V","PP","BAC","Contract Status Change Date","MLS"
"1","PV23180961","S","SFR/D","8","Williamsburg LN  ","RH","166","TRUS","$5,233,390","$1,282.69","4/1,3,1,0","4080/D","1938/ASR","53,348/1.2247","58/58","Y","N","2.5%","01/18/24","CRMLSM"
"1","PV23204548","S","SFR/D","25","Caballeros RD  ","RH","166","STD","$5,475,000","$1,429.50","4/3,0,1,0","3830/T","2006/ASR","47,468/1.0897","0/0","Y","Y","2.5%","10/31/23","CRMLSM"
"1","SB23022316","S","SFR/D","52","Eastfield DR  ","RH","166","STD","$5,500,000","$961.54","5/3,3,2,0","5720/T","1978/ASR","58,763/1.349","170/170","Y","Y","2.5%","09/19/23","CRMLSM"
"1","PV25153356","S","SFR/D","16","Roadrunner RD  ","RH","166","STD","$5,500,000","$1,200.09","4/4,0,1,0","4583/T","1963/ASR","70,347/1.6149","9/9","Y","N","","08/21/25","CRMLSM"
"1","24474549","S","SFR/D","2","Pine Tree LN  ","RH","166","STD","$5,500,000","$470.65","7/6,0,2,0","11686/D","1985/ASR","114,608/2.631","370/370","Y","","","01/21/26","CLAW"
"1","PV24042125","S","SFR/D","2","Open Brand RD  ","RH","166","STD","$5,950,000","$1,188.34","5/2,3,2,0","5007/A","1956/ASR","76,247/1.7504","13/13","Y","Y","2.5%","04/16/24","CRMLSM"
"1","PV24068345","S","SFR/D","28","Caballeros RD  ","RH","166","STD","$5,995,000","$1,115.56","5/5,1,0,0","5374/AP","1981/PUB","60,709/1.3937","78/78","Y","Y","","08/28/24","CRMLSM"
"1","PV23217149","S","SFR/D","5 N","Quail Ridge   ","RH","166","STD","$6,220,000","$1,003.23","7/5,0,0,1","6200/E","1954/ASR","231,321/5.3104","367/367","Y","Y","","02/05/25","CRMLSM"
"1","PV24085721","S","SFR/D","2","Quail Ridge RD  N","RH","166","STD","$6,800,000","$1,194.03","5/6,0,0,0","5695/A","1985/ASR","109,350/2.5103","45/45","Y","Y","2.5%","07/29/24","CRMLSM"
"1","PV23168370","S","SFR/D","19","Buggy Whip DR  ","RH","166","STD","$7,250,000","$1,076.95","6/3,1,2,0","6732/A","1981/ASR","87,612/2.0113","94/383","Y","Y","2%","02/29/24","CRMLSM"
"1","PV24024337","S","SFR/D","71","Crest RD  E","RH","166","STD","$8,038,593","$2,585.59","3/1,1,1,0","3109/D","2023/SEE","102,058/2.3429","69/69","Y","Y","2.5%","06/28/24","CRMLSM"
"1","PV23202320","S","SFR/D","2","Buggy Whip DR  ","RH","166","STD","$8,500,000","$1,062.50","4/4,0,1,0","8000/E","2001/ASR","102,633/2.3561","283/283","Y","Y","","09/11/24","CRMLSM"
"1","SB23044649","S","SFR/D","45","Saddleback RD  ","RH","166","TRUS","$8,750,000","$1,057.91","4/7,0,0,0","8271/A","1984/ASR","327,813/7.5256","152/152","Y","Y","2.5%","11/22/23","CRMLSM"
"1","PV24079050","S","SFR/D","35","Saddleback RD  ","RH","166","STD","$9,100,000","$1,103.03","5/8,0,0,0","8250/SEE","1989/SLR","226,996/5.2111","2/2","Y","Y","2.5%","05/24/24","CRMLSM"
"1","25552299","S","SFR/A","30","Portuguese Bend RD  ","RH","166","STD","$9,666,000","$1,559.03","4/4,0,1,0","6200/","1970","219,158/5.0312","132/132","Y","Y","","11/10/25","CLAW"
"1","SB24158547","S","SFR/D","6420","Via De Anzar   ","RPV","167","TRUS","$1,100,000","$808.82","2/1,1,0,0","1360/A","1949/ASR","7,864/0.1805","8/8","N","N","","09/16/24","CRMLSM"
"1","SB24187630","S","SFR/D","2011","Suana DR  ","RPV","167","STD","$1,105,777","$702.53","3/2,0,0,0","1574/A","1959/ASR","10,353/0.2377","10/10","Y","Y","","10/21/24","CRMLSM"
"1","PV24141328","S","SFR/D","6432","Via Canada   ","RPV","167","STD","$1,150,000","$696.97","2/2,0,0,0","1650/A","1938/ASR","10,609/0.2435","115/115","Y","N","","12/24/24","CRMLSM"
"1","SB23179552","S","SFR/D","1949 W","1st ST  ","RPV","167","STD,TRUS","$1,245,000","$609.70","3/1,1,0,0","2042/P","1959/PUB","12,964/0.2976","19/19","N","Y","2.5%","11/29/23","CRMLSM"
"1","SB25224543","S","SFR/D","4052","Miraleste   ","RPV","167","STD","$1,300,000","$979.65","3/2,0,0,0","1327/A","1949/ASR","12,294/0.2822","150/150","Y","N","","03/25/26","CRMLSM"
"1","SB25070452","S","SFR/D","4351","Miraleste DR  ","RPV","167","STD,TRUS","$1,339,000","$776.68","3/1,1,0,0","1724/P","1951/PUB","7,769/0.1784","47/47","N","N","","06/12/25","CRMLSM"
"1","SB24245632","S","SFR/D","6457","Via De Anzar   ","RPV","167","PRO","$1,340,000","$842.24","3/3,0,0,0","1591/A","1944/ASR","9,769/0.2243","33/33","Y","N","","02/20/25","CRMLSM"
"1","SB24134522","S","SFR/D","2020","Suana DR  ","RPV","167","STD","$1,360,000","$842.63","3/2,0,0,0","1614/A","1959/ASR","11,214/0.2574","0/0","Y","N","2.5%","06/28/24","CRMLSM"
"1","SB25184861","S","SFR/D","27772","Palos Verdes DR  E","RPV","167","TRUS","$1,400,000","$391.50","5/5,0,0,0","3576/P","1962/ASR","28,652/0.6578","163/163","Y","N","","03/26/26","CRMLSM"
"1","PV24205775","S","SFR/D","2053","Suana DR  ","RPV","167","STD","$1,400,000","$408.28","3/2,1,0,0","3429/T","1959/ASR","20,062/0.4606","11/74","Y","Y","","11/07/24","CRMLSM"
"1","PV25252173","S","SFR/D","6716","Via Canada   ","RPV","167","STD,TRUS","$1,411,000","$724.70","4/1,1,0,0","1947/P","1964/PUB","8,669/0.199","7/7","N","N","","12/17/25","CRMLSM"
"1","SR25006610","S","SFR/D","2437","Sunnyside Ridge RD  ","RPV","167","TRUS","$1,445,000","$718.91","2/1,1,0,0","2010/A","1956/ASR","26,353/0.605","31/31","Y","N","","04/16/25","CRMLSM"
"1","PV23135380","S","SFR/D","4228","Palos Verdes DR  E","RPV","167","STD","$1,450,000","$635.41","2/3,0,0,0","2282/A","1939/ASR","12,215/0.2804","6/6","Y","N","2.5%","08/14/23","CRMLSM"
"1","SB25021154","S","SFR/D","2570","Colt RD  ","RPV","167","TRUS","$1,450,000","$835.25","3/2,0,0,0","1736/P","1962/PUB","20,434/0.4691","17/17","Y","Y","","03/12/25","CRMLSM"
"1","PV24155711","S","SFR/D","4120","Miraleste DR  ","RPV","167","STD","$1,450,000","$935.48","3/2,0,0,0","1550/A","1937/ASR","7,038/0.1616","6/6","Y","N","","08/23/24","CRMLSM"
"1","PV23115423","S","SFR/D","6461","Via Colinita   ","RPV","167","STD,TRUS","$1,470,000","$650.44","3/1,1,0,0","2260/A","1936/ASR","8,115/0.1863","0/0","Y","N","2.5%","10/12/23","CRMLSM"
"1","25580809","S","SFR/D","29857","Knoll View DR  ","RPV","167","STD","$1,475,000","$657.31","3/2,0,0,0","2244/","1966","16,720/0.3838","79/79","Y","N","","11/06/25","CLAW"
"1","SB24230566","S","SFR/D","16","Martingale DR  ","RPV","167","TRUS","$1,500,000","$650.76","3/1,1,1,0","2305/A","1978/ASR","21,455/0.4925","224/224","Y","N","","08/01/25","CRMLSM"
"1","PV25096116","S","SFR/D","30062","Grandpoint LN  ","RPV","167","TRUS","$1,520,000","$652.64","3/2,0,0,0","2329/A","1969/ASR","17,407/0.3996","78/78","Y","N","","08/13/25","CRMLSM"
"1","SB24121330","S","SFR/D","28728","Atford DR  ","RPV","167","STD,TRUS","$1,525,000","$707.33","3/3,0,0,0","2156/A","1963/ASR","15,084/0.3463","9/135","Y","N","2.5%","07/18/24","CRMLSM"
"1","SB23160580","S","SFR/D","2824","Colt RD  ","RPV","167","TRUS","$1,550,000","$892.34","2/2,0,0,0","1737/A","1956/ASR","45,608/1.047","1/1","Y","N","2.25%","12/12/23","CRMLSM"
"1","PV24163133","S","SFR/D","4215","Miraleste DR  ","RPV","167","STD","$1,552,809","$639.81","3/2,0,1,0","2427/A","1969/ASR","7,352/0.1688","7/7","Y","N","","10/03/24","CRMLSM"
"1","SB24220696","S","SFR/D","30237","Kingsridge DR  ","RPV","167","STD","$1,580,000","$858.70","3/2,0,0,0","1840/A","1957/PUB","7,926/0.182","20/20","Y","N","","12/20/24","CRMLSM"
"1","PV24127708","S","SFR/D","13","Coach RD  ","RPV","167","TRUS","$1,600,000","$758.29","3/2,0,0,0","2110/A","1960/PUB","33,801/0.776","11/11","Y","N","","08/15/24","CRMLSM"
"1","SB25131238","S","SFR/D","6609","Via Canada   ","RPV","167","STD,TRUS","$1,625,000","$651.04","4/1,2,0,0","2496/A","1968/ASR","9,935/0.2281","8/8","Y","N","","08/11/25","CRMLSM"
"1","SB24079736","S","SFR/D","30061","Grandpoint LN  ","RPV","167","TRUS","$1,650,000","$634.62","4/2,0,1,0","2600/A","1967/ASR","14,433/0.3313","207/207","Y","Y","","12/20/24","CRMLSM"
"1","OC22236870","S","SFR/D","53","Cayuse LN  ","RPV","167","STD","$1,650,000","$610.66","3/2,0,0,0","2702/SEE","1966/ASR","30,094/0.6909","173/173","Y","N","2.5%","07/31/23","CRMLSM"
"1","CV25219452","S","SFR/D","29702","Grandpoint LN  ","RPV","167","STD","$1,650,000","$552.76","4/4,0,0,0","2985/A","1976/ASR","19,381/0.4449","22/22","Y","N","","11/19/25","CRMLSM"
"1","SB25112982","S","SFR/D","4329","Via Frascati   ","RPV","167","STD","$1,674,000","$558.37","3/3,0,0,0","2998/A","1975/ASR","13,372/0.307","55/55","Y","N","","11/21/25","CRMLSM"
"1","PV23098855","S","SFR/D","2441","Colt RD  ","RPV","167","STD","$1,675,000","$689.87","3/3,0,0,0","2428/A","1960/ASR","13,385/0.3073","10/10","Y","N","2.5%","07/11/23","CRMLSM"
"1","SB24014470","S","SFR/D","2232","Daladier DR  ","RPV","167","TRUS","$1,675,000","$568.18","4/1,2,0,0","2948/A","1958/ASR","25,552/0.5866","9/9","Y","Y","2.5%","02/16/24","CRMLSM"
"1","PV25069489","S","SFR/D","12","Saddle RD  ","RPV","167","STD","$1,690,000","$805.15","4/2,1,0,0","2099/E","1957/ASR","22,935/0.5265","9/9","Y","Y","","05/28/25","CRMLSM"
"1","PV24060409","S","SFR/D","4216","Palos Verdes DR  E","RPV","167","STD","$1,700,000","$484.61","4/4,0,0,0","3508/A","1975/ASR","10,398/0.2387","51/51","Y","N","2.5%","06/17/24","CRMLSM"
"1","PV25080763","S","SFR/D","19","Surrey LN  ","RPV","167","STD","$1,710,000","$828.89","3/3,0,0,0","2063/A","1958/ASR","21,687/0.4979","47/47","Y","Y","","07/21/25","CRMLSM"
"1","PV24105313","S","SFR/D","2072","Chandeleur DR  ","RPV","167","STD","$1,710,000","$707.49","5/3,0,0,0","2417/A","1960/ASR","14,947/0.3431","221/245","Y","Y","","02/07/25","CRMLSM"
"1","SB23146849","S","SFR/D","8","Stallion RD  ","RPV","167","STD","$1,715,000","$821.75","2/3,0,0,0","2087/A","1951/ASR","15,582/0.3577","42/42","Y","Y","2.5%","10/26/23","CRMLSM"
"1","PV25093769","S","SFR/D","94","Rockinghorse RD  ","RPV","167","TRUS","$1,725,000","$720.55","3/1,2,0,0","2394/A","1954/ASR","25,801/0.5923","13/13","Y","Y","","07/03/25","CRMLSM"
"1","PW25086949","S","SFR/D","6608","Via Siena   ","RPV","167","STD","$1,725,000","$772.85","3/2,0,0,0","2232/AP","1954/PUB","14,947/0.3431","232/605","Y","N","","03/12/26","CRMLSM"
"1","PV24090837","S","SFR/D","28722","Atford   ","RPV","167","TRUS","$1,725,000","$639.60","4/2,2,0,0","2697/P","1959/PUB","12,207/0.2802","80/80","Y","Y","","09/05/24","CRMLSM"
"1","SB26012637","S","SFR/D","6604","Via Siena   ","RPV","167","TRUS","$1,725,000","$679.40","4/3,0,0,0","2539/A","1964/ASR","12,522/0.2875","36/36","Y","N","","03/27/26","CRMLSM"
"1","PV25021755","S","SFR/D","55","Cayuse LN  ","RPV","167","STD","$1,725,000","$648.98","4/3,0,1,0","2658/A","1973/ASR","57,454/1.319","77/77","Y","N","","06/09/25","CRMLSM"
"1","PV23130004","S","SFR/D","15","Coach RD  ","RPV","167","STD","$1,740,000","$892.77","3/1,2,1,0","1949/D","1958/ASR","43,898/1.0078","34/34","Y","N","2.5%","10/12/23","CRMLSM"
"1","SB24176516","S ","SFR/D","28250","Palos Verdes DR  E","RPV","167","PRO,TRUS","$1,740,000","$497.14","4/2,1,1,0","3500/E","1956/ASR","20,703/0.4753","63/63","Y","N","","12/03/24","CRMLSM"
"1","SB24082936","S","SFR/D","4612","Beauvais RD  ","RPV","167","TRUS","$1,750,000","$764.86","3/2,0,2,0","2288/A","1955/ASR","14,496/0.3328","12/12","Y","N","2.5%","05/28/24","CRMLSM"
"1","DW24249604","S","SFR/D","68","Rockinghorse RD  ","RPV","167","TRUS","$1,750,000","$510.80","5/3,0,1,0","3426/A","1965/ASR","24,879/0.5711","81/81","Y","Y","","05/09/25","CRMLSM"
"1","PV24106893","S","SFR/D","10","Stallion RD  ","RPV","167","TRUS","$1,780,000","$846.81","4/2,0,1,0","2102/A","1951/ASR","25,225/0.5791","17/17","Y","N","2.5%","07/16/24","CRMLSM"
"1","PV25066487","S","SFR/D","2636","Sunnyside Ridge RD  ","RPV","167","STD","$1,783,560","$817.02","4/3,0,0,0","2183/A","1960/ASR","20,167/0.463","11/11","Y","Y","","04/23/25","CRMLSM"
"1","SB25181166","S","SFR/D","2212","Chandeleur DR  ","RPV","167","STD","$1,794,000","$621.19","4/4,0,0,0","2888/A","1969/ASR","19,534/0.4484","84/84","Y","N","","01/08/26","CRMLSM"
"1","PW23106656","S","SFR/D","4108","Miraleste DR  ","RPV","167","STD","$1,795,000","$781.79","4/2,0,0,0","2296/A","1954/PUB","12,640/0.2902","74/74","Y","Y","2.5%","10/05/23","CRMLSM"
"1","PV25141166","S","SFR/D","29240","Palos Verdes Drive East   ","RPV","167","TRUS","$1,800,000","$741.35","4/3,0,0,0","2428/AP","1963/ASR","21,837/0.5013","7/7","Y","N","","08/11/25","CRMLSM"
"1","SB26043429","S","SFR/D","28612","Palos Verdes   E","RPV","167","STD","$1,800,000","$774.86","3/3,0,0,0","2323/AP","1960/ASR","34,691/0.7964","2/99","Y","Y","","03/27/26","CRMLSM"
"1","SB25087354","S","SFR/D","2978","Crownview DR  ","RPV","167","STD","$1,825,000","$788.00","4/1,1,1,0","2316/A","1960/ASR","21,513/0.4939","89/89","Y","Y","","09/03/25","CRMLSM"
"1","PV24144843","S","SFR/D","81","Rockinghorse RD  ","RPV","167","STD","$1,850,000","$1,079.35","2/2,0,0,0","1714/A","1954/PUB","17,564/0.4032","36/36","Y","Y","","09/17/24","CRMLSM"
"1","SB25132526","S","SFR/D","43","Rockinghorse RD  ","RPV","167","STD","$1,850,000","$780.92","4/3,0,1,0","2369/A","1957/ASR","24,636/0.5656","36/36","Y","N","","08/28/25","CRMLSM"
"1","PV25221575","S","SFR/D","6432","Bramante Plaza   ","RPV","167","PRO","$1,860,000","$587.12","4/1,2,1,0","3168/P","1977/PUB","11,621/0.2668","100/100","Y","N","","01/30/26","CRMLSM"
"1","SB25169329","S","SFR/D","2446","Rue Le Charlene   ","RPV","167","TRUS","$1,868,000","$594.90","5/3,0,0,0","3140/A","1969/ASR","14,169/0.3253","19/19","Y","N","","09/26/25","CRMLSM"
"1","SB24013494","S","SFR/D","2355","Daladier DR  ","RPV","167","STD","$1,920,000","$746.79","3/2,1,0,0","2571/A","1958/ASR","24,280/0.5574","9/9","Y","Y","2.5%","04/05/24","CRMLSM"
"1","PV25033357","S","SFR/D","29897","Knoll View DR  ","RPV","167","STD","$1,940,000","$680.94","3/2,0,1,0","2849/A","1966/ASR","14,001/0.3214","11/11","Y","Y","","04/16/25","CRMLSM"
"1","PV24082205","S","SFR/D","2213","Via Velardo   ","RPV","167","STD","$1,940,000","$774.76","4/3,0,0,0","2504/A","1964/ASR","32,370/0.7431","27/27","Y","N","2.5%","06/18/24","CRMLSM"
"1","PV24212723","S","SFR/D","29840","Knoll View DR  ","RPV","167","TRUS","$1,940,000","$623.99","4/2,0,1,0","3109/A","1970/ASR","15,682/0.36","31/31","Y","N","","03/20/25","CRMLSM"
"1","PV24103278","S","SFR/D","6617","Via Siena   ","RPV","167","STD","$1,940,000","$732.35","3/3,0,1,0","2649/A","1962/ASR","10,058/0.2309","34/34","Y","Y","2.5%","10/29/24","CRMLSM"
"1","PV25202353","S","SFR/D","6401","Corsini PL  ","RPV","167","STD","$1,949,000","$726.15","5/2,0,1,0","2684/E","1939/EST","17,694/0.4062","8/264","Y","N","","10/17/25","CRMLSM"
"1","PV23158825","S","SFR/D","4301","Miraleste DR  ","RPV","167","STD","$1,950,000","$556.98","4/1,2,0,0","3501/A","1954/ASR","21,947/0.5038","83/83","Y","Y","2.5%","12/12/23","CRMLSM"
"1","PW25128533","S","SFR/D","29805","Knoll View DR  ","RPV","167","STD","$1,950,000","$782.19","4/3,0,0,0","2493/P","1974/OTH","14,948/0.3432","61/169","Y","N","","08/29/25","CRMLSM"
"1","PV24004932","S","SFR/D","6441","Via De Anzar   ","RPV","167","STD","$1,975,000","$940.48","3/3,0,0,0","2100/SEE","1956/ASR","17,661/0.4054","7/7","Y","N","2%","02/16/24","CRMLSM"
"1","PV24099822","S","SFR/D","3360","Crownview DR  ","RPV","167","STD","$1,995,000","$902.31","3/2,0,0,0","2211/A","1975/ASR","25,566/0.5869","14/14","Y","N","2.5%","06/27/24","CRMLSM"
"1","PV24140589","S","SFR/D","6305","Via Colinita   ","RPV","167","STD","$2,000,000","$677.51","4/2,1,1,0","2952/E","1970/ASR","14,940/0.343","33/33","Y","N","","09/18/24","CRMLSM"
"1","PV25239889","S","SFR/D","29603","Highpoint   ","RPV","167","STD","$2,000,000","$736.38","4/3,0,0,0","2716/A","1971/ASR","21,344/0.49","1/1","Y","N","","12/09/25","CRMLSM"
"1","SB24029196","S","SFR/D","12","Surrey LN  ","RPV","167","TRUS","$2,029,000","$630.71","4/2,0,1,0","3217/OTH","1957/ASR","19,678/0.4517","8/8","Y","Y","2.5%","03/07/24","CRMLSM"
"1","PV23172183","S","SFR/D","2256","Rue Le Charlene   ","RPV","167","STD","$2,035,000","$648.09","5/2,1,0,0","3140/A","1969/ASR","14,902/0.3421","227/227","Y","Y","2.5%","06/24/24","CRMLSM"
"1","PV23174754","S","SFR/D","3268","Crownview Drive   ","RPV","167","STD","$2,050,000","$709.10","4/3,0,1,0","2891/A","1975/ASR","19,321/0.4435","10/10","Y","Y","2.5%","11/07/23","CRMLSM"
"1","SB23130108","S","SFR/D","3158","Crownview DR  ","RPV","167","STD","$2,050,000","$778.88","3/3,0,0,0","2632/A","1972/APP","20,314/0.4663","185/185","Y","N","2.5%","10/09/24","CRMLSM"
"1","24456731","S","SFR","2415","Rue Le Charlene   ","RPV","167","STD","$2,070,000","$659.24","5/3,0,0,0","3140/A","1969/ASR","15,526/0.3564","109/109","N","","","02/14/25","CLAW"
"1","PV24160221","S","SFR/D","6528","Via Siena   ","RPV","167","STD,TRUS","$2,070,000","$541.60","4/1,2,0,0","3822/A","1977/ASR","14,422/0.3311","133/133","Y","Y","","04/16/25","CRMLSM"
"1","PV23161183","S","SFR/D","3004","Deluna DR  ","RPV","167","TRUS","$2,075,000","$703.63","4/3,0,0,0","2949/A","1963/ASR","19,201/0.4408","9/9","Y","Y","2.5%","10/06/23","CRMLSM"
"1","OC25180862","S","SFR/D","27846","Palos Verdes DR  E","RPV","167","STD","$2,100,000","$770.64","4/2,2,0,0","2725/A","1950/PUB","26,646/0.6117","91/248","Y","Y","","01/28/26","CRMLSM"
"1","PV24047230","S","SFR/D","15","Mustang RD  ","RPV","167","STD,TRUS","$2,100,000","$923.08","3/1,1,1,0","2275/A","1958/ASR","20,311/0.4663","25/25","Y","Y","2.5%","07/24/24","CRMLSM"
"1","SB24015335","S","SFR/D","30511","Palos Verdes DR  E","RPV","167","STD","$2,100,000","$636.36","4/3,0,2,0","3300/S","1976/ASR","26,182/0.6011","28/28","Y","Y","2%","03/22/24","CRMLSM"
"1","PV24062845","S","SFR/D","29929","Knoll View DR  ","RPV","167","STD","$2,110,000","$985.98","3/2,0,0,0","2140/A","1969/ASR","10,980/0.2521","7/7","Y","N","2.5%","05/08/24","CRMLSM"
"1","SB23133476","S","SFR/D","3045","Crownview DR  ","RPV","167","STD","$2,140,000","$948.16","4/3,0,0,0","2257/AP","1961/PUB","20,735/0.476","20/20","Y","N","2.25%","09/14/23","CRMLSM"
"1","PV24112170","S","SFR/D","6504","Via Lorenzo   ","RPV","167","TRUS","$2,150,000","$686.90","4/4,0,0,0","3130/A","1967/ASR","7,901/0.1814","8/8","Y","Y","","08/16/24","CRMLSM"
"1","SB24108753","S","SFR/D","5","Martingale DR  ","RPV","167","STD","$2,200,000","$628.57","4/3,0,1,0","3500/A","1960/ASR","19,828/0.4552","21/21","Y","Y","2.25%","07/31/24","CRMLSM"
"1","PV24150135","S","SFR/D","2621","Colt RD  ","RPV","167","STD","$2,200,000","$733.33","4/3,0,0,0","3000/S","1962/ASR","28,342/0.6506","156/156","Y","Y","","02/27/25","CRMLSM"
"1","23273479","S","SFR","2447","Daladier DR  ","RPV","167","STD","$2,200,000","$580.78","5/5,0,0,0","3788/","1963","22,780/0.52","129/129","Y","N","2.5%","10/25/23","CLAW"
"1","PV25144835","S","SFR/D","2063","Chandeleur DR  ","RPV","167","STD","$2,219,000","$514.01","7/6,0,1,0","4317/A","1962/ASR","25,598/0.5876","97/97","Y","N","","11/03/25","CRMLSM"
"1","PW23155755","S","SFR/D","19","Goldenspur LN  ","RPV","167","STD","$2,250,000","$916.12","4/3,0,1,0","2456/B","1957/ASR","28,752/0.6601","10/123","Y","N","2%","09/28/23","CRMLSM"
"1","SB25146710","S","SFR/D","33","Cayuse Lane   ","RPV","167","STD","$2,250,000","$781.52","3/3,0,1,0","2879/A","1962/ASR","25,491/0.5852","7/7","Y","N","","09/24/25","CRMLSM"
"1","PV24089387","S","SFR/D","4400","Palos Verdes DR  E","RPV","167","STD","$2,250,000","$674.06","4/4,0,0,0","3338/A","1970/ASR","15,709/0.3606","13/13","Y","Y","2.5%","07/19/24","CRMLSM"
"1","PV25226083","S","SFR/D","30679","Palos Verdes Drive   E","RPV","167","STD","$2,280,000","$794.15","4/3,0,0,0","2871/A","1978/ASR","20,576/0.4724","46/46","Y","Y","","12/16/25","CRMLSM"
"1","PV25018946","S","SFR/D","2952","Crownview DR  ","RPV","167","STD","$2,298,000","$815.76","4/2,0,1,0","2817/A","1964/ASR","21,274/0.4884","32/32","Y","N","","04/25/25","CRMLSM"
"1","PW23156927","S","SFR/D","29802","Grandpoint LN  ","RPV","167","STD","$2,300,000","$1,025.87","3/3,0,0,0","2242/A","1968/ASR","17,297/0.3971","6/6","Y","N","2%","10/03/23","CRMLSM"
"1","NDP2400528","S","SFR/D","28967","Palos Verdes DR  E","RPV","167","STD","$2,300,000","$686.57","4/4,0,0,0","3350/P","1959","40,302/0.92","15/15","Y","N","2%*","03/22/24","CRMLSP"
"1","PV24031614","S","SFR/D","6401","Corsini PL  ","RPV","167","STD","$2,300,000","$856.93","5/2,0,1,0","2684/E","1939/EST","17,694/0.4062","35/35","Y","N","2.5%","04/08/24","CRMLSM"
"1","PV25141843","S","SFR/D","2046","Chandeleur DR  ","RPV","167","STD","$2,300,000","$645.89","5/5,0,1,0","3561/T","1957/ASR","15,082/0.3462","93/93","Y","Y","","11/10/25","CRMLSM"
"1","PV24073485","S","SFR/D","29711","Grandpoint Lane   ","RPV","167","STD","$2,340,000","$567.55","4/4,0,1,0","4123/AP","1980/ASR","20,528/0.4713","85/249","Y","Y","2.5%","08/16/24","CRMLSM"
"1","PV25154394","S","SFR/D","3423","Newridge DR  ","RPV","167","STD","$2,350,000","$864.29","3/3,0,0,0","2719/A","1962/ASR","23,670/0.5434","120/120","Y","N","","11/25/25","CRMLSM"
"1","SB25060753","S","SFR/D","2934","Crownview DR  ","RPV","167","TRUS","$2,400,000","$720.94","4/2,0,1,0","3329/A","1967/ASR","20,447/0.4694","46/46","Y","Y","","06/20/25","CRMLSM"
"1","SB24130280","S","SFR/D","6513","Palos Verdes DR  E","RPV","167","STD,TRUS","$2,421,200","$647.21","4/4,0,0,0","3741/A","1950/ASR","40,786/0.9363","60/60","Y","Y","","11/15/24","CRMLSM"
"1","PV25159741","S","SFR/D","5","Cayuse LN  ","RPV","167","STD","$2,480,000","$485.80","5/5,0,0,0","5105/A","2014/PUB","19,752/0.4534","4/198","Y","N","","09/19/25","CRMLSM"
"1","PV23086309","S","SFR/D","29258","Palos Verdes DR  E","RPV","167","STD","$2,499,000","$698.83","4/2,2,1,0","3576/A","1975/ASR","20,013/0.4594","141/141","Y","N","2.5%","12/05/23","CRMLSM"
"1","SB25265342","S","SFR/D","2636","Sunnyside Ridge Road   ","RPV","167","STD","$2,600,000","$1,083.33","4/3,0,0,0","2400/O","1960/ASR","20,167/0.463","10/10","Y","Y","","12/23/25","CRMLSM"
"1","PV25117012","S","SFR/D","27649","Palos Verdes Drive East   ","RPV","167","STD","$2,600,000","$1,251.20","3/1,1,1,0","2078/A","1961/ASR","45,938/1.0546","5/5","Y","Y","","07/21/25","CRMLSM"
"1","AR23151165","S","SFR/D","3420","Starline DR  ","RPV","167","STD","$2,600,000","$765.61","4/3,0,2,0","3396/A","1960/ASR","20,350/0.4672","26/26","Y","N","2.5%","10/13/23","CRMLSM"
"1","PV24090246","S","SFR/D","69","Rockinghorse RD  ","RPV","167","STD","$2,600,000","$557.10","6/3,1,0,1","4667/A","1998/ASR","32,814/0.7533","74/74","Y","N","","09/11/24","CRMLSM"
"1","PV24094964","S","SFR/D","27965","Palos Verdes DR  E","RPV","167","STD","$2,725,000","$1,265.09","3/3,0,0,0","2154/A","1955/ASR","39,015/0.8957","9/9","Y","N","2.5%","07/10/24","CRMLSM"
"1","PV25157215","S","SFR/D","3300","Crownview DR  ","RPV","167","STD","$2,730,000","$720.89","4/4,0,2,0","3787/A","1980/ASR","22,268/0.5112","70/70","Y","N","","11/26/25","CRMLSM"
"1","PV23063483","S","SFR/D","4","Via Subida   ","RPV","167","TRUS","$2,750,000","$574.71","5/1,2,1,0","4785/AP","1967/ASR","14,810/0.34","61/61","Y","Y","2.5%","07/25/23","CRMLSM"
"1","SB24167327","S","SFR/D","3453","Newridge Dr   ","RPV","167","STD","$2,800,000","$870.11","4/3,0,0,0","3218/P","1962/PUB","20,000/0.4591","185/185","Y","Y","","03/28/25","CRMLSM"
"1","PV25024144","S","SFR/D","2411","Daladier DR  ","RPV","167","TRUS","$2,825,000","$434.08","4/5,0,1,0","6508/AP","1973/ASR","26,922/0.618","20/315","Y","Y","","03/25/25","CRMLSM"
"1","PV25199207","S","SFR/D","2232","Daladier DR  ","RPV","167","STD","$3,100,000","$1,051.56","5/1,2,0,0","2948/A","1958/ASR","25,552/0.5866","2/2","Y","Y","","09/30/25","CRMLSM"
"1","PV24079746","S","SFR/D","48","Rockinghorse RD  ","RPV","167","STD","$3,100,000","$802.07","4/2,2,1,0","3865/B","2024/BLD","23,346/0.536","192/287","Y","N","","12/03/24","CRMLSM"
"1","25577889","S","SFR/D","6","Toprail LN  ","RPV","167","STD","$3,100,000","$772.68","5/4,0,0,0","4012/","1953","29,821/0.6846","112/112","Y","","","12/19/25","CLAW"
"1","PV24057227","S","SFR/D","3242","Parkhurst DR  ","RPV","167","STD","$3,100,000","$652.63","5/4,0,0,0","4750/T","1976/ASR","20,401/0.4683","41/41","Y","N","2.5%","06/13/24","CRMLSM"
